Target_genes	Rbpj|Average	SRX4670704|BEko	SRX4670705|BEko	SRX4740104|Brain_pericytes	SRX4740105|Brain_pericytes	SRX140327|C2C12	SRX140328|C2C12	SRX140329|C2C12	SRX140330|C2C12	SRX140331|C2C12	SRX140332|C2C12	SRX140337|C2C12	SRX140338|C2C12	SRX140339|C2C12	SRX140340|C2C12	SRX140342|C2C12	SRX140343|C2C12	SRX262848|F9	SRX262849|F9	SRX297989|F9	SRX297990|F9	SRX070892|Leukemia,_Lymphoid	SRX070895|Leukemia,_Lymphoid	ERX1348322|Neural_progenitor_cells	SRX287018|Neural_tube	SRX287019|Neural_tube	SRX485442|Neural_tube	SRX702808|T-ALL	SRX702809|T-ALL	SRX266509|T29	SRX266510|T29	SRX5551015|Unclassified	SRX5551016|Unclassified	SRX5551019|Unclassified	SRX5551020|Unclassified	STRING
Pygl	80.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	85	1302	1107	0
Ipo11	80.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	157	0	0	0	0	0	0	0	336	224	1004	760	0
Sap30bp	80.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	147	0	171	266	140	265	0	0	0	0	125	0	676	828	0
Recql5	80.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	147	0	171	266	140	265	0	0	0	0	125	0	676	828	0
Fblim1	80.470588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	1256	1362	0
Prkrip1	80.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	0	0	0	0	0	0	0	0	0	0	72	1159	1114	0
Ndufaf5	80.323529	0	0	109	151	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	252	154	157	154	0	0	0	0	192	87	592	609	0
Esf1	80.323529	0	0	109	151	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	252	154	157	154	0	0	0	0	192	87	592	609	0
Pars2	80.235294	324	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	147	0	147	0	158	0	0	141	135	442	772	0
Nme1	80.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	75	0	0	0	0	0	0	80	0	0	313	157	996	941	0
Med4	80.176471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	128	0	0	0	124	0	0	0	0	0	390	310	736	802	0
Rpl10a	79.823529	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	628	0	126	0	0	0	0	0	157	88	790	644	0
Gfod2	79.735294	272	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	220	0	0	0	0	0	0	0	0	0	1084	946	0
Dand5	79.529412	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	0	263	0	0	0	0	351	0	0	0	0	818	752	0
Pafah2	79.441176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	134	0	0	177	123	175	0	0	0	0	171	155	825	702	0
Diaph1	79.294118	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	252	198	1021	1004	0
Birc5	79.294118	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	141	0	0	0	0	0	0	0	152	158	1043	920	0
Fermt2	78.970588	0	0	1050	764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	141	194	142	0	0	0	0	0	0	0	0	0
Nek11	78.794118	0	0	599	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	171	0	167	0	0	0	0	94	0	722	606	0
Aste1	78.794118	0	0	599	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	171	0	167	0	0	0	0	94	0	722	606	0
Commd4	78.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	471	90	462	0	0	0	0	0	0	865	781	0
Zcchc8	78.117647	111	166	194	186	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	130	0	626	0	0	0	0	0	0	0	0	0	501	583	0
Tonsl	78.088235	572	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	934	698	0
Kti12	78.088235	0	0	341	251	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	145	208	145	0	0	0	0	0	0	635	723	0
Ap4e1	78.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	92	0	0	0	0	0	0	0	0	0	393	381	852	827	0
Dhx16	78.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	115	1214	1139	0
Atp5g2	77.617647	119	153	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	116	0	0	0	0	170	0	0	267	239	659	649	0
Wfdc17	77.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	1273	1196	0
Uxs1	77.558824	325	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	571	0	0	0	0	0	0	0	0	0	652	811	0
Psma1	77.529412	276	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	149	0	0	0	0	1018	923	0
Dohh	77.441176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	1358	1189	0
Rpl3	77.382353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	1234	1137	0
Napa	77.294118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	105	0	105	0	0	0	0	121	103	1027	1081	0
Rpl26	77.205882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	221	129	1199	980	0
Elp5	77.029412	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0	198	0	1021	1034	0
Ctdnep1	77.029412	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0	198	0	1021	1034	0
Kif2c	76.911765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	605	0	0	0	0	0	0	0	0	0	131	155	633	1091	0
Amdhd2	76.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	517	294	508	0	0	0	0	0	0	641	541	0
Rrp1	76.676471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	680	0	0	0	0	0	0	0	0	0	220	226	685	796	0
Tubgcp6	76.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	892	146	0	0	0	0	0	0	0	0	192	0	650	708	0
Cst3	76.117647	0	0	226	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	326	272	761	615	0
Oga	76.088235	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	136	1007	1047	0
Kifc1	76.029412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	97	1172	1133	0
Egr1	75.911765	246	0	249	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	372	497	0	496	0	0	0	0	0	0	178	196	0
Ticam1	75.676471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1299	1274	0
Vps11	75.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	274	181	274	0	0	0	0	0	0	947	802	0
Rps16	75.529412	471	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	898	683	0
9030025P20Rik	75.441176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	489	229	91	0	0	0	0	244	0	0	262	148	358	577	0
Tcte3	75.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	546	198	0	0	0	0	0	296	0	0	261	255	434	402	0
Ift46	75.323529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	439	264	859	999	0
Utp3	75.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	419	0	92	0	0	134	0	0	189	192	768	601	0
Hsd3b7	75.205882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	165	1089	1038	0
Eps15	75.029412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	577	338	813	661	0
Chd9	75.029412	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	711	121	170	124	0	208	0	0	0	96	286	419	0
Adprhl2	74.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	115	0	0	400	254	805	865	0
Scrt1	74.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1522	1024	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp6r3	74.882353	229	150	144	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	216	0	201	215	0	216	0	0	0	0	0	0	413	571	0
Ddx20	74.882353	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	177	0	0	0	0	0	0	0	364	318	856	641	0
Kmt2a	74.852941	105	0	124	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	333	176	0	556	0	0	0	0	0	455	266	94	0	0
Zc3h18	74.823529	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	112	115	1044	926	0
Nup133	74.794118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	752	143	0	0	145	0	0	0	0	0	403	236	391	473	0
Spag9	74.735294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	79	0	0	0	0	0	0	0	132	0	1148	1089	0
Haus6	74.705882	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	142	0	141	0	0	0	0	82	115	883	832	0
Cwc25	74.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	652	0	0	0	0	0	0	0	0	0	133	0	866	887	0
Sde2	74.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	599	131	0	0	0	0	0	0	0	0	180	124	863	637	0
Mknk2	74.411765	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	447	0	0	0	0	0	0	0	0	0	1039	840	0
Ap5s1	74.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	0	0	0	0	0	0	0	0	0	123	142	936	890	0
Slc3a2	74.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	472	0	0	0	0	0	0	0	0	0	96	1045	752	0
Ppcdc	74.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1210	1314	0
Slc25a39	74.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	73	0	1201	1164	0
Mrpl38	74.000000	230	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1087	1093	0
Ep400	73.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	238	208	0	209	0	0	0	0	197	139	801	635	0
Cenpt	73.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	974	949	0
Dctpp1	73.588235	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	123	0	0	0	0	112	0	924	1131	0
Rptor	73.441176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0	75	0	0	0	0	0	0	0	0	0	369	208	744	836	0
Ndufv1	73.441176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	86	0	1102	1118	0
Rilpl2	73.411765	339	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	833	786	0
Ndufs2	73.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	82	1088	1167	0
Dctn1	73.205882	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	174	152	174	0	81	0	0	156	83	597	651	0
Cd2bp2	73.205882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1291	1198	0
Mtrex	73.088235	145	0	185	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	193	0	86	0	0	164	0	0	274	197	524	474	0
Dhx29	73.088235	145	0	185	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	193	0	86	0	0	164	0	0	274	197	524	474	0
Hey2	72.970588	0	0	508	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	438	0	94	0	0	123	0	0	0	0	373	448	0
Megf8	72.558824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	135	1142	1001	0
Tctex1d2	72.470588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1263	1201	0
Nop14	72.441176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	127	187	1033	1041	0
Grk4	72.441176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	127	187	1033	1041	0
Rpl39	72.235294	398	299	294	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	217	0	235	188	139	190	0	0	0	0	0	0	108	248	0
Sdhb	72.117647	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	191	928	976	0
Cd300ld	72.029412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1204	1245	0
Anapc10	71.941176	214	243	141	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	408	0	234	0	0	0	0	0	0	0	219	71	365	410	0
Abce1	71.941176	214	243	141	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	408	0	234	0	0	0	0	0	0	0	219	71	365	410	0
Nudt1	71.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	103	0	1072	1054	0
Bbs5	71.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	1133	1138	0
Gle1	71.852941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	470	0	0	0	0	0	0	0	0	0	122	106	1021	724	0
Ubqln4	71.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	99	0	0	0	0	181	178	959	925	0
Lamtor2	71.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	99	0	0	0	0	181	178	959	925	0
Bola2	71.794118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	123	1114	1143	0
Gale	71.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	96	1115	1046	0
Etv6	71.647059	0	0	476	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	144	0	145	0	0	0	0	138	130	374	478	0
Celsr3	71.617647	0	0	0	0	0	0	0	0	102	101	0	0	0	0	0	0	0	0	0	0	965	477	0	0	0	0	0	0	0	0	0	0	427	363	0
Urod	71.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	161	0	1086	1080	0
Hectd3	71.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	161	0	1086	1080	0
Gm3435	71.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	546	197	0	0	0	0	0	255	0	0	261	255	408	390	0
Clptm1l	71.470588	0	110	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488	0	252	0	0	0	0	0	0	0	502	182	451	354	0
Nek2	71.294118	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	144	80	0	79	0	0	0	0	0	0	890	910	0
Anapc5	71.294118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	199	0	229	209	150	212	0	0	0	0	195	159	480	399	0
Pan2	71.264706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	66	0	0	125	0	125	0	0	0	0	230	162	815	771	0
Elmsan1	71.264706	0	0	288	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	79	0	0	0	0	0	0	0	0	129	797	767	0
Tchp	71.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	297	1016	853	0
Hmgcs1	71.235294	201	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	248	166	248	0	0	0	0	100	115	536	568	0
Nol11	71.147059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	151	196	1015	923	0
Ccdc62	71.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	83	0	84	0	0	0	0	0	0	1075	954	0
Zfp541	70.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1209	1203	0
Leng8	70.882353	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	557	0	0	0	0	0	0	0	129	102	643	669	0
Slc35e1	70.617647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	596	0	0	0	0	0	0	0	0	0	206	155	592	852	0
Gpn3	70.558824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	1161	1087	0
Fam216a	70.558824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	1161	1087	0
Vps29	70.529412	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1163	1151	0
Rad9b	70.529412	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1163	1151	0
Ahcyl2	70.500000	226	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	106	88	0	89	0	0	0	0	0	137	783	663	0
Aatk	70.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	259	158	1033	819	0
Ermard	70.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	513	198	0	0	0	0	0	296	0	0	177	200	434	402	0
Synj1	70.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	530	0	0	0	0	0	0	0	0	0	0	0	833	1019	0
Gba	70.029412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	107	0	109	0	0	0	0	0	0	1025	990	0
Ccl24	70.029412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	181	1019	904	0
Taf1a	69.970588	279	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	138	0	0	0	81	0	0	0	0	0	0	0	864	735	0
Ikzf5	69.970588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	394	0	0	0	0	0	0	0	0	289	271	799	504	0
Acadsb	69.970588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	394	0	0	0	0	0	0	0	0	289	271	799	504	0
Cutc	69.852941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	154	152	0	0	0	0	0	0	0	115	130	849	867	0
Cox15	69.852941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	154	152	0	0	0	0	0	0	0	115	130	849	867	0
Naa35	69.352941	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	152	0	0	201	120	804	848	0
Rps3	69.323529	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	123	0	0	0	0	0	0	1079	864	0
Snx12	69.205882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	483	0	0	481	416	480	0	0	0	0	0	0	98	133	0
Mettl9	69.176471	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	235	203	559	0	259	0	0	167	0	0	135	61	278	305	0
Kxd1	69.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0	0	0	0	0	246	159	822	818	0
Irf9	69.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	121	0	0	0	0	0	0	0	0	0	137	103	1001	907	0
Gtf2h3	69.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	651	134	0	0	0	0	0	0	0	0	180	155	579	649	0
Eif2b1	69.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	651	134	0	0	0	0	0	0	0	0	180	155	579	649	0
Wdr18	68.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	1043	1167	0
Atxn1l	68.911765	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	170	0	313	0	0	0	0	0	0	0	180	135	506	589	0
Setdb1	68.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	137	0	0	0	0	165	117	1001	787	0
Ehd1	68.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	98	1042	1011	0
Gna11	68.617647	168	0	124	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	998	930	0
Ptpn12	68.382353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	97	0	0	0	0	130	182	893	927	0
Dolpp1	68.264706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	318	211	0	356	136	362	0	0	0	0	0	0	413	404	0
Nup155	68.235294	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	216	146	0	142	0	0	0	0	314	170	477	551	0
Fus	68.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	119	109	117	0	0	0	0	0	0	795	818	0
Rbm39	68.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	603	0	0	0	0	0	0	0	0	0	108	724	712	0
Aaas	68.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	352	0	1021	864	0
Idh1	68.088235	0	0	241	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	285	292	578	602	0
Rpl38	68.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	121	123	890	1077	0
Sphk2	68.029412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	522	0	0	0	0	0	0	0	0	0	239	340	649	563	0
Rpl18	68.029412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	522	0	0	0	0	0	0	0	0	0	239	340	649	563	0
Zfp623	67.823529	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	106	990	972	0
Tmem127	67.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	1065	1048	0
Ciao1	67.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	1065	1048	0
Cd300ld3	67.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1184	1120	0
Dgat1	67.735294	125	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	102	0	0	0	0	0	0	0	387	204	630	608	0
Xkr7	67.676471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1342	874	0	0	0	0	0	0	0	0	0	0	85	0	0
Syf2	67.647059	380	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	847	784	0
Nfatc2ip	67.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	131	0	135	0	0	0	0	0	0	974	938	0
Ociad1	67.441176	214	240	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	114	0	0	0	0	404	0	0	0	0	571	503	0
Ppp1r15a	67.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	1013	1021	0
Plekha4	67.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	1013	1021	0
Prkag1	67.323529	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	90	0	0	0	0	0	0	0	129	113	797	938	0
